subtest,cell,arc,lut,side,q,expected,got,rel_jump
B_continuity_at_edges,DFF_X1,CK->Q,cell_fall,x=idx1[0],47.17881175510204,0.1377903773043535,0.1377903773043535,0.0
B_continuity_at_edges,DFF_X1,CK->Q,cell_fall,x=idx1[0],48.41073795918367,0.13928288845850317,0.13928288845850317,0.0
B_continuity_at_edges,DFF_X1,CK->Q,cell_fall,x=idx1[0],49.64266416326531,0.14077539961265287,0.14077539961265287,0.0
B_continuity_at_edges,DFF_X1,CK->Q,cell_fall,x=idx1[0],50.87459036734694,0.14226791076680256,0.14226791076680256,0.0
B_continuity_at_edges,DFF_X1,CK->Q,cell_fall,x=idx1[0],52.10651657142857,0.14376042192095223,0.14376042192095223,0.0
B_continuity_at_edges,DFF_X1,CK->Q,cell_fall,x=idx1[0],53.3384427755102,0.14525293307510193,0.1452529330751019,1.9108444165652823e-16
B_continuity_at_edges,DFF_X1,CK->Q,cell_fall,x=idx1[0],54.570368979591834,0.1467454442292516,0.1467454442292516,0.0
B_continuity_at_edges,DFF_X1,CK->Q,cell_fall,x=idx1[0],55.802295183673465,0.1482379553834013,0.1482379553834013,0.0
B_continuity_at_edges,DFF_X1,CK->Q,cell_fall,x=idx1[0],57.0342213877551,0.14973046653755095,0.14973046653755098,1.8537026069218908e-16
B_continuity_at_edges,DFF_X1,CK->Q,cell_fall,x=idx1[0],58.266147591836734,0.15122297769170065,0.15122297769170065,0.0
B_continuity_at_edges,DFF_X1,CK->Q,cell_fall,x=idx1[0],59.498073795918366,0.15271548884585034,0.15271548884585034,0.0
B_continuity_at_edges,DFF_X1,CK->Q,cell_fall,x=idx1[0],60.73,0.154208,0.154208,0.0
B_continuity_at_edges,DFF_X1,CK->Q,cell_fall,x=idx1[-1],0.365616,0.0991226,0.0991226,0.0
B_continuity_at_edges,DFF_X1,CK->Q,cell_fall,x=idx1[-1],1.5975422040816325,0.10164676412353389,0.10164676412353389,0.0
B_continuity_at_edges,DFF_X1,CK->Q,cell_fall,x=idx1[-1],2.8294684081632653,0.10385893794518687,0.10385893794518689,1.336215070400457e-16
B_continuity_at_edges,DFF_X1,CK->Q,cell_fall,x=idx1[-1],4.061394612244897,0.10591068986803137,0.10591068986803137,0.0
B_continuity_at_edges,DFF_X1,CK->Q,cell_fall,x=idx1[-1],5.29332081632653,0.10774480304009117,0.10774480304009115,1.2880238690167376e-16
B_continuity_at_edges,DFF_X1,CK->Q,cell_fall,x=idx1[-1],6.525247020408163,0.10957891621215096,0.10957891621215096,0.0
B_continuity_at_edges,DFF_X1,CK->Q,cell_fall,x=idx1[-1],7.7571732244897955,0.11138476839175608,0.11138476839175608,0.0
B_continuity_at_edges,DFF_X1,CK->Q,cell_fall,x=idx1[-1],8.989099428571427,0.11300905284776176,0.11300905284776176,0.0
B_continuity_at_edges,DFF_X1,CK->Q,cell_fall,x=idx1[-1],10.22102563265306,0.11463333730376743,0.11463333730376743,0.0
B_continuity_at_edges,DFF_X1,CK->Q,cell_fall,x=idx1[-1],11.452951836734693,0.1162576217597731,0.11625762175977311,1.1937099346906116e-16
B_continuity_at_edges,DFF_X1,CK->Q,cell_fall,x=idx1[-1],12.684878040816326,0.11788190621577878,0.11788190621577876,1.1772619101027805e-16
